	EmployerName	Address	CompanyNumber	SicCodes	DiffMeanHourlyPercent	DiffMedianHourlyPercent	DiffMeanBonusPercent	DiffMedianBonusPercent	MaleBonusPercent	FemaleBonusPercent	MaleLowerQuartile	FemaleLowerQuartile	MaleLowerMiddleQuartile	FemaleLowerMiddleQuartile	MaleUpperMiddleQuartile	FemaleUpperMiddleQuartile	MaleTopQuartile	FemaleTopQuartile	CompanyLinkToGPGInfo	ResponsiblePerson	EmployerSize	CurrentName	SubmittedAfterTheDeadline	DueDate	DateSubmitted
2547	ST Edmundsbury Borough Council	"West Suffolk House,
Western Way,
Bury St Edmunds,
IP33 3YU"		"1,
84110"	-0.5	0.0	12.8	0.0	31.2	30.1	60.0	40.0	46.8	53.2	47.4	52.6	48.8	51.2	https://www.westsuffolk.gov.uk/Council/Data_and_information/upload/Gender-Pay-Gap-Report-February-2019-2.pdf		250 to 499	ST Edmundsbury Borough Council	False	31/03/2019 00:00:00	12/02/2019 14:45:28
2550	St Helen's Metropolitan Borough Council	"Town Hall,
Corporation Street,
St Helens,
Merseyside,
United Kingdom,
WA10 1HF"		"1,
84110"	8.7	0.0	0.0	0.0	0.0	0.0	22.0	78.0	37.0	63.0	30.0	70.0	35.0	65.0	https://www.sthelens.gov.uk/		5000 to 19,999	St Helen's Metropolitan Borough Council	False	31/03/2019 00:00:00	08/02/2019 16:12:02
2569	STADIUM TRAFFIC MANAGEMENT LIMITED	"Unit 5 Bodmin Road,
Coventry,
West Midlands,
England,
CV2 5DB"	07099264	93110	-11.9	0.0	0.0	0.0	0.0	0.0	82.6	17.4	82.6	17.4	77.2	22.8	79.2	20.8	https://www.stadiumtm.co.uk/about/policies-publications/	Steve McCabe (Finance Director)	500 to 999	STADIUM TRAFFIC MANAGEMENT LIMITED	False	05/04/2019 00:00:00	05/03/2019 14:45:39
2573	Staffordshire University	"University House,
Leek road,
Stoke on Trent,
ST4 2DF"		"1,
85421"	9.0	0.0	-17.0	-33.0	0.3	0.1	31.0	69.0	51.0	49.0	51.0	49.0	51.0	49.0	http://www.staffs.ac.uk/support_depts/equality/policy/data/		1000 to 4999	Staffordshire University	False	31/03/2019 00:00:00	19/02/2019 12:01:16
2588	STEADFAST CLEANING COMPANY  LIMITED	"Unit 7, Target Business Centre,
Bircholt Road,
Park Wood,
Maidstone Kent,
ME15 9YY"	01741651	81210	5.0	0.0	0.0	0.0	0.0	0.0	31.3	68.7	31.3	68.7	30.5	69.5	30.5	69.5	https://www.steadfastcleaning.co.uk	KEITH MILLER (DIRECTOR)	250 to 499	STEADFAST CLEANING COMPANY LIMITED	False	05/04/2019 00:00:00	23/01/2019 12:05:03
2595	STEWARTS OF TAYSIDE LIMITED	"Tofthill,
Glencarse,
Perth,
United Kingdom,
PH2 7LS"	SC109136	"1110,
1130"	12.7	0.0	62.6	18.0	50.3	64.6	60.9	39.1	81.2	18.8	71.9	28.1	87.5	12.5		Douglas Baxter (Finance Director)	250 to 499	STEWARTS OF TAYSIDE LIMITED	False	05/04/2019 00:00:00	21/03/2019 11:37:37
2614	Style Acre	"1 London Street,
Reading,
England,
RG1 4PN"	04906985	88990	9.8	0.0	0.0	0.0	0.0	0.0	18.5	81.5	19.8	80.2	7.4	92.6	23.2	76.8	https://styleacre.org.uk/	Chris Ingram (Chief Executive)	250 to 499	Style Acre	False	05/04/2019 00:00:00	03/10/2018 10:09:26
2626	SUSTRANS LIMITED	"2 Cathedral Square,
College Green,
Bristol,
United Kingdom,
BS1 5DD"	01797726	74909	8.0	0.0	0.0	0.0	0.0	0.0	46.0	54.0	53.0	47.0	38.0	62.0	64.0	36.0	https://www.sustrans.org.uk/sites/default/files/file_content_type/sustrans_gender_pay_gap_and_pay_ratio_data_report_2018.pdf	James Bigwood (HR and Support Services Director)	500 to 999	SUSTRANS LIMITED	False	05/04/2019 00:00:00	24/08/2018 12:15:47
2627	SUTTON RECRUITMENT LIMITED	"Beechurst, 8 Commercial Road,
Dereham,
Norfolk,
United Kingdom,
NR19 1AE"	10094715	78200	4.3	0.0	-18.8	-167.3	9.9	8.5	50.0	50.0	71.3	28.7	43.2	56.8	93.9	6.1	https://www.suttonrecruitment.co.uk/wp-content/uploads/sutton-recruitment-gender-pay-gap.pdf	Graeme Sutton (Director)	250 to 499	SUTTON RECRUITMENT LIMITED	False	05/04/2019 00:00:00	07/03/2019 11:52:10
2634	Swansea University Students' Union	"Faraday Building,
Singleton Park,
Swansea,
SA2 8PP"		94990	8.5	0.0	0.0	0.0	0.0	0.0	12.0	88.0	32.0	68.0	56.0	44.0	34.0	66.0		Martin Caldwell (Head of Finance & Operations)	250 to 499	Swansea University Students' Union	False	05/04/2019 00:00:00	11/01/2019 09:29:51
2640	Swift Office Cleaning Services Ltd	"Suite D, The Business Centre,
Faringdon Avenue,
Romford,
Essex,
United Kingdom,
RM3 8EN"	04595752	81299	2.3	0.0	-69.2	62.6	7.1	3.3	32.5	67.5	26.5	73.5	26.5	73.5	26.5	73.5	https://swiftcleaning.co.uk/about/gender-pay-gap-report-april-2018/	John Williams (Director)	250 to 499	Swift Office Cleaning Services Ltd	False	05/04/2019 00:00:00	29/11/2018 15:24:16
2657	TAMHEALTH LIMITED	"Norcliffe House,
Station Road,
Wilmslow,
United Kingdom,
SK9 1BU"	03655610	86900	-10.2	0.0	0.0	0.0	0.0	0.0	23.6	76.4	29.0	71.0	14.2	85.8	15.1	84.9		Jeremy Richardson (CEO)	250 to 499	TAMHEALTH LIMITED	False	05/04/2019 00:00:00	18/03/2019 10:43:42
2665	TAYLOR WIMPEY UK LIMITED	"Gate House,
Turnpike Road,
High Wycombe,
Buckinghamshire,
United Kingdom,
HP12 3NR"	01392762	41100	2.0	0.0	-7.0	33.0	82.0	92.0	65.0	35.0	73.0	27.0	70.0	30.0	68.0	32.0	https://www.taylorwimpey.co.uk/careers/diversity-and-inclusion/gender-pay-reporting	Pete Redfern (Chief Executive)	5000 to 19,999	TAYLOR WIMPEY UK LIMITED	False	05/04/2019 00:00:00	04/03/2019 10:05:39
2666	TAYSIDE PUBLIC TRANSPORT COMPANY LIMITED	"44/48, East Dock Street,
Dundee,
DD1 3JS"	SC097606	49319	-2.4	0.0	-395.0	-395.0	1.0	2.0	80.8	19.2	91.1	8.9	84.8	15.2	91.2	8.8		Tom Stables (Managing Director UK & Germany)	250 to 499	TAYSIDE PUBLIC TRANSPORT COMPANY LIMITED	False	05/04/2019 00:00:00	28/01/2019 12:30:52
2671	TEES ACTIVE LTD	"Redheugh House,
Thornaby Place,
Thornaby,
TS17 6SG"	IP29699R		-5.0	0.0	100.0	100.0	0.4	0.0	30.1	69.9	44.3	55.7	43.7	56.3	28.3	71.7	https://www.teesactive.co.uk	Leon Jones (Managing Director)	250 to 499	TEES ACTIVE LTD	False	05/04/2019 00:00:00	04/02/2019 13:32:56
2686	TENNIAL PERSONNEL LTD	"89, High Street Hadleigh,
Ipswich,
Suffolk,
IP7 5EA"	09264490	78109	-8.0	0.0	0.0	0.0	0.0	4.0	52.0	48.0	60.3	39.7	64.8	35.2	83.0	17.0	https://www.tennialpersonnel.com	Dennis Tennial (Managing Director)	250 to 499	TENNIAL PERSONNEL LTD	False	05/04/2019 00:00:00	28/02/2019 16:37:34
2691	TESCO FAMILY DINING LIMITED	"Tesco House, Shire Park,
Kestrel Way,
Welwyn Garden City,
United Kingdom,
AL7 1GA"	08514605	56102	5.9	0.0	20.0	22.7	9.0	6.8	22.2	77.8	24.3	75.7	23.6	76.4	29.8	70.2	https://www.tescoplc.com/genderpay/	Jason Terry (Chief Executive, UK & ROI)	1000 to 4999	TESCO FAMILY DINING LIMITED	False	05/04/2019 00:00:00	12/03/2019 10:44:15
2709	THE ALTERNATIVE PARCELS COMPANY LIMITED	"National Sortation Centre Blakeney Way,
Kingswood Lakeside,
Cannock,
Staffordshire,
United Kingdom,
WS11 8LD"	02855735	53202	3.1	0.0	44.7	8.3	75.2	67.2	73.0	27.0	81.0	19.0	80.0	20.0	76.0	24.0	https://apc-overnight.com/about/csr/	Jonathan Smith (CEO)	500 to 999	THE ALTERNATIVE PARCELS COMPANY LIMITED	False	05/04/2019 00:00:00	21/03/2019 16:37:28
2715	THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPAN	"One Southampton Row,
Southampton Row,
London,
United Kingdom,
WC1B 5HA"	08802546	84230	-4.0	0.0	-100.0	-100.0	0.0	1.0	28.0	72.0	27.0	73.0	31.0	69.0	22.0	78.0	https://uk.sodexo.com/files/live/sites/sdxcom-uk/files/050C_Country.com_UK_(English)/Building_Blocks/LOCAL/Multimedia/PDF/Corporate_Responsibility/4412_Gender%20Pay%20Gap%20Report_proof_2018.pdf	Andy Rogers (Human Resources Director UK&I)	250 to 499	THE BEDFORDSHIRE, NORTHAMPTONSHIRE, CAMBRIDGESHIRE AND HERTFORDSHIRE COMMUNITY REHABILITATION COMPAN	False	05/04/2019 00:00:00	17/12/2018 10:13:22
2725	THE BOSTON TEA PARTY GROUP LIMITED	"75 Park Street,
Bristol,
United Kingdom,
BS1 5PF"	05302325	"56101,
56102"	-2.4	0.0	-40.5	26.9	12.8	7.5	46.0	54.0	54.0	46.0	54.8	45.2	52.8	47.2		Kate Ashmore (People Director)	500 to 999	THE BOSTON TEA PARTY GROUP LIMITED	False	05/04/2019 00:00:00	19/03/2019 10:39:20
2740	The Congregation Of The Daughters Of The Cross Of Liege	"Provincialate 29 Tite Street,
Chelsea,
London,
United Kingdom,
SW3 4JX"	03492921	"85200,
85310,
86101,
87300"	7.4	0.0	0.0	0.0	0.0	0.0	17.8	82.2	21.6	78.4	22.0	78.0	21.3	78.7		Jonathan Waterfield (Finance Manager)	1000 to 4999	The Congregation Of The Daughters Of The Cross Of Liege	False	05/04/2019 00:00:00	31/12/2018 15:29:19
2742	THE CONTACT COMPANY LTD	"Queensgate,
Grange Road East,
Birkenhead,
Merseyside,
United Kingdom,
CH41 5FD"	05548951	82200	1.9	0.0	0.0	0.0	3.5	5.0	58.1	41.9	55.1	44.9	49.1	50.9	52.1	47.9		Claire Singleton (HR Manager)	500 to 999	THE CONTACT COMPANY LTD	False	05/04/2019 00:00:00	13/03/2019 16:12:27
2763	The Engage Multi Academy Trust	"Drayton Old Lodge Drayton High Road,
Drayton,
Norwich,
England,
NR8 6AN"	08699493	"1,
85590"	0.0	0.0			0.0	0.0	28.4	71.6	16.7	83.3	25.4	74.6	27.3	72.7			250 to 499	The Engage Multi Academy Trust	False	31/03/2019 00:00:00	22/03/2019 14:26:44
2794	THE LEICESTER SERVICES PARTNERSHIP LIMITED	"University Of Leicester, University Road,
Leicester,
England,
LE1 7RH"	10524556	"47110,
56101,
56102,
56290"	8.3	0.0	100.0	100.0	1.1	0.0	2.0	98.0	32.0	68.0	36.0	64.0	41.0	59.0	https://hereforu.org/gender-pay-gap/	Gavin Brown (CEO)	250 to 499	THE LEICESTER SERVICES PARTNERSHIP LIMITED	False	05/04/2019 00:00:00	25/02/2019 09:13:04
2797	THE LOWRY CENTRE LIMITED	"The Lowry,
Pier 8,
Salford Quays,
United Kingdom,
M50 3AZ"	03255905	90040	12.1	0.0	-35.5	-35.5	1.1	0.8	38.0	62.0	38.0	62.0	40.0	60.0	58.0	42.0		Jonathan Brabbin (Finance Director & Company Secretary)	Less than 250	THE LOWRY CENTRE LIMITED	False	05/04/2019 00:00:00	15/02/2019 16:42:18
2822	THE PCS GROUP LIMITED	"3a, Horseshoe Close,
Oxgate Lane,
London,
NW2 7JJ"	02127550	81100	3.0	0.0	0.0	0.0	0.0	0.5	31.6	68.4	50.0	50.0	58.3	41.7	51.0	49.0	http://www.thepcsgroup.co.uk/Index.aspx	Gary Lawley (Operations Director)	500 to 999	THE PCS GROUP LIMITED	False	05/04/2019 00:00:00	11/04/2018 12:17:46
2829	THE RICHMOND FELLOWSHIP SCOTLAND LIMITED	"3 BUCHANAN GATE,
BUCHANAN GATE BUSINESS PARK,
CUMBERNAULD ROAD, STEPPS,
CUMBERNAULD ROAD, STEPPS,
NORTH LANARKSHIRE,
United Kingdom,
G33 6FB"	SP2450RS		-0.9	0.0	0.0	0.0	0.0	0.0	36.8	63.2	31.7	68.3	34.1	65.9	31.7	68.3	https://www.trfs.org.uk	Michael Carroll (Executive Director of Finance, Systems & Strategy)	1000 to 4999	THE RICHMOND FELLOWSHIP SCOTLAND LIMITED	False	05/04/2019 00:00:00	18/03/2019 09:57:19
2860	THE UNIVERSITY OF MANCHESTER CONFERENCES LIMITED	"Room G.010 John Owens Building,
Oxford Road,
Manchester,
Greater Manchester,
United Kingdom"	02660276	"55100,
56210,
56290,
56302"	2.2	0.0	100.0	0.0	0.5	0.0	35.0	65.0	38.0	62.0	35.0	65.0	44.0	56.0	http://documents.manchester.ac.uk/display.aspx?DocID=36255%20	Diana Hampson (Director of Estates and Facilities)	250 to 499	THE UNIVERSITY OF MANCHESTER CONFERENCES LIMITED	False	05/04/2019 00:00:00	07/03/2019 11:42:05
2870	The Westminster Society For People With Learning Disabilities	"16a Croxley Road,
London,
United Kingdom,
W9 3HL"	02325273	87900	5.0	0.0			0.0	0.0	26.3	73.7	25.7	74.3	26.3	73.7	32.9	67.1		Brian Watts (Director of Human Resources)	500 to 999	The Westminster Society For People With Learning Disabilities	False	05/04/2019 00:00:00	21/03/2019 09:37:07
2871	THE WHITE BRASSERIE COMPANY LTD	"Wizard House,
2a Cambridge Road,
Teddington,
England,
TW11 8DR"	07118269	"56101,
56302"	10.1	0.0	13.5	40.0	9.1	5.2	50.4	49.6	52.6	47.4	58.0	42.0	79.7	20.3	https://whitebrasserie.com/gender-pay-gap/	Christopher Guy (Finance Director)	500 to 999	THE WHITE BRASSERIE COMPANY LTD	False	05/04/2019 00:00:00	16/03/2019 15:56:49
2874	THE WORKSHOP (WISBECH) LIMITED	"9/10 The Crescent,
Wisbech,
Cambs,
PE13 1EH"	03791548	78200	0.6	0.0	0.0	0.0	0.0	0.0	51.3	48.7	53.8	46.2	53.8	46.2	64.7	35.3		Carolyn Atkins (HR and Payroll)	250 to 499	THE WORKSHOP (WISBECH) LIMITED	False	05/04/2019 00:00:00	13/03/2019 11:32:01
2876	THIRTEEN HOUSING GROUP LIMITED	"Northshore, North Shore Road,
Stockton-On-Tees,
Cleveland,
TS18 2NB"	06477162	55900	4.4	0.0			0.0	0.0	30.4	69.6	76.3	23.7	49.6	50.4	58.8	41.2	https://www.thirteengroup.co.uk/page/gender-pay-gap-report	Ian Wardle (Chief Executive Officer)	1000 to 4999	THIRTEEN HOUSING GROUP LIMITED	False	05/04/2019 00:00:00	20/03/2019 09:00:10
2889	TILLERY VALLEY FOODS LIMITED	"One,
Southampton Row,
London,
United Kingdom,
WC1B 5HA"	02065462	10890	3.8	0.0	51.4	25.0	76.0	74.0	68.0	32.0	56.0	44.0	78.0	22.0	71.0	29.0	https://uk.sodexo.com/files/live/sites/sdxcom-uk/files/050C_Country.com_UK_(English)/Building_Blocks/LOCAL/Multimedia/PDF/Corporate_Responsibility/4412_Gender%20Pay%20Gap%20Report_proof_2018.pdf	Andy Rogers (Human Resources Director UK&I)	250 to 499	TILLERY VALLEY FOODS LIMITED	False	05/04/2019 00:00:00	10/12/2018 10:36:44
2890	TIME-OUT SERVICES LIMITED	"21, Tiviot Dale,
Lancashire Gate,
Stockport,
England,
SK1 1TD"	05690483	81210	-1.9	0.0	0.0	0.0	0.0	0.0	35.3	64.7	28.4	71.6	25.2	74.8	20.3	79.7		Dawn Ballard (Director)	250 to 499	TIME-OUT SERVICES LIMITED	False	05/04/2019 00:00:00	18/09/2018 16:22:05
2898	TOMASZDYL PR LTD	"11, College Place,
Southampton,
SO15 2FE"	07915403	"73110,
78109"	0.0	0.0	0.0	0.0	0.0	0.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0		John Stoffel (Business Development Manager)	1000 to 4999	TOMASZDYL PR LTD	False	05/04/2019 00:00:00	05/04/2018 13:00:39
2908	TOTAL SUPPORT SERVICES LIMITED	"Lynwood House,
Crofton Road,
Orpington,
Kent,
United Kingdom,
BR6 8QE"	02821660	81210	2.8	0.0	0.0	0.0	0.0	0.0	43.4	56.6	45.1	54.9	38.6	61.4	49.6	50.4	http://tss-uk.com/wp-content/uploads/2018/04/Total-Support-Services-Gender-Pay-Gap-Report.pdf	James Alexander (Operations Director)	1000 to 4999	TOTAL SUPPORT SERVICES LIMITED	False	05/04/2019 00:00:00	25/01/2019 09:37:14
2909	TOWER BRIDGE HOMES CARE LIMITED	"228 St Mary's Lane,
Upminster,
Essex,
United Kingdom,
RM14 3DH"	03214702	82990	-2.1	0.0	-26.0	59.5	1.6	1.4	15.0	85.0	8.0	92.0	16.0	84.0	15.0	85.0	http://www.holmes-care.co.uk/	Sharifa Lakhani (Managing Director)	1000 to 4999	TOWER BRIDGE HOMES CARE LIMITED	False	05/04/2019 00:00:00	06/03/2019 10:22:58
2914	TRAC PRECISION MACHINING LIMITED	"9a Marshfield Bank,
Crewe,
United Kingdom,
CW2 8UY"	04870503	32990	18.7	0.0	60.5	60.5	1.0	12.5	92.8	7.2	94.1	5.9	100.0	0.0	88.2	11.8		Tracey Ince (HR Business Partner)	250 to 499	TRAC PRECISION MACHINING LIMITED	False	05/04/2019 00:00:00	17/01/2019 11:20:33
2922	Trevelyan Hall Ltd	"Kingfisher House,
Radford Way,
Billericay,
Essex,
United Kingdom,
CM12 0EQ"	01281153	81299	-24.3	0.0	-78.0	-25.0	16.7	39.3	76.0	24.0	100.0	0.0	100.0	0.0	79.0	21.0		Tanya Meah (People Director)	250 to 499	Trevelyan Hall Ltd	False	05/04/2019 00:00:00	18/03/2019 13:20:35
2924	TRIANGLE WHOLEFOODS COLLECTIVE LIMITED	"Unit G15 lacy Way,
Lowfields Business Park,
Elland,
HX5 9DB"	IP21975R		0.0	0.0			0.0	0.0	65.1	34.9	65.1	34.9	65.1	34.9	65.6	34.4	http://www.suma.coop/about/faq/gender-pay-gap/	Nicola Roebuck-Rouse (Service Area Coordinator)	250 to 499	TRIANGLE WHOLEFOODS COLLECTIVE LIMITED	False	05/04/2019 00:00:00	20/03/2019 08:45:31
2931	TRIPP LIMITED	"2-5 , Saint Johns Square,
London,
EC1M 4DE"	02271587	47190	-20.0	0.0	100.0	100.0	0.0	0.4	34.0	66.0	27.0	73.0	30.0	70.0	34.0	66.0		amanda bond (financial controller)	250 to 499	TRIPP LIMITED	False	05/04/2019 00:00:00	05/03/2019 16:45:04
2951	Twenty Four Seven Industrial Recruitment Ltd	"15 Merrion Street,
Leeds,
United Kingdom,
LS2 8JE"	03763568	"78109,
78200"	1.0	0.0	0.0	0.0	0.0	0.0	72.0	28.0	72.0	28.0	73.0	27.0	79.0	21.0		jeremy northern (director)	250 to 499	Twenty Four Seven Industrial Recruitment Ltd	False	05/04/2019 00:00:00	15/03/2019 14:14:48
2953	TWINKL LTD	"Floor 5 Wards House Floor 5 Wards House,
195-199 Ecclesall Road,
Sheffield,
South Yorkshire,
United Kingdom,
S11 8HW"	07201458	"85100,
85200,
85310,
85600"	3.4	0.0	0.0	0.0	0.0	0.0	35.4	64.6	29.1	70.9	21.8	78.2	33.3	66.7		Jonathan Seaton (CEO)	250 to 499	TWINKL LTD	False	05/04/2019 00:00:00	07/03/2019 12:35:30
2958	UK Armed Forces	"The Ministry of Defence,
6-N-10 MOD Main Building,
Whitehall, London,
SW1A 2HB"		1	0.8	0.0	11.1	0.0	21.3	24.2	89.4	10.6	90.4	9.6	90.0	10.0	90.0	10.0	https://www.gov.uk/government/publications/mod-gender-pay-gap-report-201718		20,000 or more	UK Armed Forces	False	31/03/2019 00:00:00	19/12/2018 14:18:57
2971	UNION OF UEA STUDENTS LIMITED	"Union House,
University Of East Anglia,
Norwich,
Norfolk,
United Kingdom,
NR4 7TJ"	09664303	94990	1.8	0.0	0.0	0.0	0.0	0.0	38.0	62.0	59.0	41.0	85.0	15.0	50.0	50.0		Amelia Smith (Payroll Administrator)	500 to 999	UNION OF UEA STUDENTS LIMITED	False	05/04/2019 00:00:00	29/08/2018 14:09:03
2987	UNIVERSITY OF BIRMINGHAM GUILD OF STUDENTS	"Edgbaston Park Road,,
Birmingham,
B15 2TU"	06638759	85600	4.0	0.0	0.0	0.0	0.0	0.0	29.3	70.7	30.4	69.6	32.6	67.4	43.5	56.5	https://www.guildofstudents.com/footer/resourcespublications/	Lisa Clark (HR Manager)	250 to 499	UNIVERSITY OF BIRMINGHAM GUILD OF STUDENTS	False	05/04/2019 00:00:00	19/07/2018 13:44:58
3012	Uttlesford District Council	"Council Offices,
London Road,
Saffron Walden,
CB11 4ER"		"1,
84110"	-2.2	0.0	0.0	0.0	0.0	0.0	66.0	34.0	38.0	62.0	36.0	64.0	52.0	48.0	https://www.uttlesford.gov.uk/paypolicy		250 to 499	Uttlesford District Council	False	31/03/2019 00:00:00	10/01/2019 15:59:43
3063	W.BOYES & CO.,LIMITED	"Havers Hill,
Eastfield,
Nr Scarborough,
Yorkshire,
United Kingdom,
YO11 3DT"	00066251	47190	7.8	0.0	51.3	59.0	0.8	0.4	38.0	62.0	12.0	88.0	12.0	88.0	30.0	70.0		Andrew Boyes (Chairman)	1000 to 4999	W.BOYES & CO.,LIMITED	False	05/04/2019 00:00:00	19/02/2019 16:04:59
3064	W.C. ROWE (FALMOUTH) LIMITED	"Unit 1, Bickland Industrial Park,
Falmouth,
Cornwall,
TR11 4TA"	01238149	10710	13.4	0.0	89.9	-10.0	17.8	59.2	36.1	63.9	41.7	58.3	44.4	55.6	66.2	33.8		David Lean (Finance Director)	250 to 499	W.C. ROWE (FALMOUTH) LIMITED	False	05/04/2019 00:00:00	13/04/2018 10:58:14
3092	WATT BROTHERS (GLASGOW AND EDINBURGH) LIMITED	"Units J & K Helen Street,
Govan,
Glasgow,
Scotland,
G51 3HD"	SC009379	47190	4.4	0.0	64.7	64.7	2.6	0.8	27.2	72.8	23.8	76.2	14.8	85.2	30.0	70.0		Pamela Nelson (Head Office Manager)	250 to 499	WATT BROTHERS (GLASGOW AND EDINBURGH) LIMITED	False	05/04/2019 00:00:00	04/03/2019 15:53:02
3097	WCS CARE GROUP LIMITED	"Head Office, 1st Floor,
Newlands Whites Row,
Kenilworth,
Warwickshire,
United Kingdom,
CV8 1HW"	02713150	87300	16.0	0.0	17.6	18.8	2.3	1.5	6.4	93.6	6.9	93.1	4.0	96.0	8.1	91.9	https://www.wcs-care.co.uk/about-us/	Paresh Parekh (Finance Director)	500 to 999	WCS CARE GROUP LIMITED	False	05/04/2019 00:00:00	13/03/2019 08:50:36
3098	WE ARE TALENT LTD	"1a, High Street,
1a High Street Hounslow,
Hounslow,
Greater London,
TW3 1RH"	08845895	78200	-9.5	0.0	0.0	0.0	0.0	0.0	48.3	51.7	48.3	51.7	37.9	62.1	25.0	75.0	https://www.wearetalent.co.uk	Padma Akella (Finance Director)	500 to 999	WE ARE TALENT LTD	False	05/04/2019 00:00:00	12/04/2018 16:01:56
3133	WESTLEA HOUSING ASSOCIATION LIMITED	"Methuen Park,
CHIPPENHAM,
SN14 0GU"	IP28095R		0.0	7.3	10.7	0.0	100.0	100.0	42.2	57.8	45.3	54.7	65.6	34.4	49.2	50.8	https://www.greensquaregroup.com/uploads/Westlea_Gender_Pay_Gap_Report_April_2018.pdf	Howard Toplis (Chief Executive)	250 to 499	WESTLEA HOUSING ASSOCIATION LIMITED	False	05/04/2019 00:00:00	23/01/2019 08:23:37
3138	WH SMITH HOSPITALS LIMITED	"WH SMITH PLC,
Greenbridge Road,
Swindon,
Wiltshire,
United Kingdom,
SN3 3RX"	03981392	47190	4.6	0.0	23.0	31.9	6.0	4.0	43.0	57.0	26.0	74.0	24.0	76.0	42.0	58.0	http://www.whsmithplc.co.uk/docs/WHSmith_Pay_Gap_Report_2018_-_final.pdf	Anthony Lawrence (Group HR Director)	250 to 499	WH SMITH HOSPITALS LIMITED	False	05/04/2019 00:00:00	08/02/2019 13:52:17
3139	WH SMITH RETAIL HOLDINGS LIMITED	"Greenbridge Road,
Swindon,
Wiltshire,
United Kingdom,
SN3 3RX"	00471941	70100	20.2	0.0	88.5	0.0	35.0	30.0	37.0	63.0	30.0	70.0	28.0	72.0	48.0	52.0	http://www.whsmithplc.co.uk/docs/WHSmith_Pay_Gap_Report_2018_-_final.pdf	Anthony Lawrence (Group HR Director)	5000 to 19,999	WH SMITH RETAIL HOLDINGS LIMITED	False	05/04/2019 00:00:00	08/02/2019 13:54:46
3148	WHITEFIELD NURSING HOME LIMITED	"Burlington Court Regional Office,
3 Stepps Road,
Glasgow,
United Kingdom,
G33 3NH"	SC157455	86900	-7.4	0.0	0.0	0.0	0.0	0.0	33.9	66.1	37.3	62.7	20.3	79.7	23.7	76.3		Jeremy Richardson (CEO)	250 to 499	WHITEFIELD NURSING HOME LIMITED	False	05/04/2019 00:00:00	18/03/2019 10:46:34
3161	WILSON GIBB MANAGEMENT SERVICES LIMITED	"31/33, Albert Street,
Motherwell,
Lanarskhire,
ML1 1PR"	SC140165	78200	0.0	0.0	0.0	0.0	100.0	100.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0	50.0		Heather Coulthard (Training & Development Manager)	250 to 499	WILSON GIBB MANAGEMENT SERVICES LIMITED	False	05/04/2019 00:00:00	11/02/2019 15:25:32
3166	WISE SECURITY SERVICES LIMITED	"Heritage House, 34b North Cray Road,
Bexley,
Kent,
DA5 3LZ"	04946364	84240	0.0	0.0	0.0	0.0	0.0	0.0	83.0	17.0	72.0	28.0	79.0	21.0	74.0	26.0		James Wise (Managing Director)	250 to 499	WISE SECURITY SERVICES LIMITED	False	05/04/2019 00:00:00	15/10/2018 11:01:32
3167	WITH YOU LIMITED	"Hays Business Centre,
4 Hay Avenue,
Edinburgh,
Scotland,
EH16 4AQ"	SC120135	"88100,
88990"	0.0	0.0			0.0	0.0	31.1	68.9	30.8	69.2	28.5	71.5	30.8	69.2	https://www.withyou.support	Caron Duffus (Head of Human Resources)	250 to 499	WITH YOU LIMITED	False	05/04/2019 00:00:00	20/03/2019 12:54:37
3179	WOODTHORPE HALL GARDEN CENTRES LIMITED	"Woodthorpe Hall Garden Centre,
Woodthorpe,
Alford,
Lincolnshire,
United Kingdom,
LN13 0DD"	04349805	47789	4.7	0.0	0.0	0.0	0.0	0.0	42.8	57.2	40.5	59.5	18.3	81.7	39.7	60.3	http://britishgardencentres.com/	Michelle Jones (Payroll Manager)	500 to 999	WOODTHORPE HALL GARDEN CENTRES LIMITED	False	05/04/2019 00:00:00	15/10/2018 14:26:34
3193	WYKEHAM STAFF SERVICES LIMITED	"32, The Crescent,
Spalding,
Lincolnshire,
PE11 1AF"	07786050	78109	-5.0	0.0	0.0	0.0	0.0	0.0	40.5	59.5	49.3	50.7	45.5	54.5	45.5	54.5		Trevor Payne (Director)	250 to 499	WYKEHAM STAFF SERVICES LIMITED	False	05/04/2019 00:00:00	15/03/2019 10:05:50
3210	YORKARE HOMES LIMITED	"Brantingham Thorpe Hall, Brantingham,
Nr Brough,
North Humberside,
HU15 1QG"	04755842	87100	-3.6	0.0	0.0	0.0	0.0	0.0	9.6	90.4	6.8	93.2	10.8	89.2	9.3	90.7	https://yorkarehomes.co.uk	Elizabeth Garton (Director)	250 to 499	YORKARE HOMES LIMITED	False	05/04/2019 00:00:00	05/02/2019 14:18:14
